TIME,TEMPERATURE,WIND_SPEED,WIND_DIRECTION
2006031306,-2.1,5.4,320
2006031312,4.7,4.8,263.6
2006031318,2.4,2.8,281.2
2006031400,0.3,1.8,273.4
2006031406,1,4.4,305
2006031412,7.2,5.1,299.6
2006031418,5,1.6,284.7
2006031500,2.3,1.3,296.6
2006031506,5.9,1.9,264.2
2006031512,15.3,3,149.9
2006031518,11.2,3,231.8
2006031600,9.3,1.9,252.9
2006031606,4.8,1.9,325
2006031612,5.1,2.4,308.2
2006031618,6.8,3.8,313.4
2006031700,4.8,1.6,9.3
2006031706,7.9,1.2,235.4
2006031712,16.8,3.3,103.4
2006031718,11.3,1.4,227.6
2006031800,9.4,0.4,311.3
2006031806,9.5,1.2,327.9
2006031812,10.1,1.6,284.7
2006031818,11.6,4.9,299.9
2006031900,7.6,3.6,354.1
2006031906,6.6,3.3,356.6
2006031912,10.7,2.9,116.6
2006031918,6.8,1.9,40.8
2006032000,2.5,1.4,290.8
2006032006,5.4,1.3,315
2006032012,14.8,2.4,195
2006032018,11.2,1.2,270
2006032100,7.9,1.1,295.5
2006032106,9.9,1.2,271.6
2006032112,15.5,3.8,111.6
2006032118,11.4,2.7,72.3
2006032200,8.2,0.7,332.1
2006032206,9.4,1.1,35
2006032212,15.3,3.2,93.3
2006032218,11,1.9,190.1
2006032300,8.4,0.4,331.9
2006032306,9.6,5.6,299.9
2006032312,14.2,3.9,305.6
2006032318,9.1,2.3,13.2
2006032400,5.4,1,247.4
2006032406,6.9,1.3,312.4
2006032412,12.7,2.9,100.1
2006032418,9.5,1.8,212
2006032500,4.3,0.3,334.8
2006032506,8.6,0.8,150.8
2006032512,19.2,4.8,230.3
2006032518,14.1,3.8,233.3
2006032600,13.2,3,238.8
2006032606,12,3.4,47.6
2006032612,12.8,4.2,80.2
2006032618,8.6,1.6,17.4
2006032700,5.4,0.9,300.7
2006032706,8.5,0.8,0.8
2006032712,18.2,3.7,231.8
2006032718,13.8,1.9,261.7
2006032800,8.6,1,306.6
2006032806,7.3,4,328.3
2006032812,8.8,5.6,301.8
2006032818,4.4,5.1,310.1
2006032900,2,3.9,305
2006032906,4.7,3.3,293.7
2006032912,11.9,3.9,283.9
2006032918,8.8,3.4,231.8
2006033000,7.5,3.2,267.6
2006033006,7.2,4.8,319.1
2006033012,11.7,5,305
2006033018,6.2,3.1,6.3
2006033100,2.4,1.4,306.6
2006033106,5.9,1,241.5
2006033112,14.7,3.6,140.1
2006033118,11.4,2.6,223.3
2006040100,8.3,1.1,338.7
2006040106,10.1,0.8,279.5
2006040112,14.9,4.6,211.8
2006040118,12.4,2.8,185.3
2006040200,14.6,3.2,203.7
2006040206,16.2,3,209.5
2006040212,18.1,5.7,313.4
2006040218,10.7,2.5,356.7
2006040300,6.9,0.9,303
2006040306,11.1,1.4,230.7
2006040312,23.2,3.7,318.7
2006040318,15.1,1.2,63.4
2006040400,12.5,0.7,356.8
2006040406,13.5,1.3,280
2006040412,11.3,2.5,167.5
2006040418,10.3,2.1,11.2
2006040500,9,2.8,356.7
2006040506,9.5,2.7,346.6
2006040512,12.4,5.4,62.3
2006040518,9.4,2.2,23.1
2006040600,8.4,0.6,311.9
2006040606,9.2,1.2,23.7
2006040612,10.8,2.8,90
2006040618,9.7,1.5,52.9
2006040700,6.7,0.5,335.9
2006040706,10.3,0.9,310.7
2006040712,19.5,4.9,228.4
2006040718,15.7,3.8,239.8
2006040800,14.2,5.4,273.4
2006040806,14.6,5.8,283.4
2006040812,20.5,4.4,296.6
2006040818,13,2.8,55
2006040900,10,1.1,23.9
2006040906,11.9,2.4,53.5
2006040912,15.6,3.6,130.1
2006040918,12.9,2,173.3
2006041000,12.2,2.8,100
2006041006,12.9,4.2,125
2006041012,13.5,3.2,62.9
2006041018,13,2.5,0.4
2006041100,13,2.1,353.2
2006041106,12.5,4.6,356.7
2006041112,12.8,3.3,328.1
2006041118,13.2,0.4,0
2006041200,11.5,1,313.9
2006041206,14.6,0.7,336.9
2006041212,16.3,3.9,70
2006041218,11.3,2.7,28.5
2006041300,9.9,1.5,6.6
2006041306,9.2,2.1,3.4
2006041312,9.9,4.1,35
2006041318,7.8,2.8,6.6
2006041400,5.6,2.3,326.6
2006041406,8.8,3.7,6.1
2006041412,11.8,5.6,56.6
2006041418,8.1,3.3,4.4
2006041500,7.1,2.6,340
2006041506,9.7,2.8,3.4
2006041512,11.8,3.2,12.4
2006041518,8.7,1.4,352.1
2006041600,5.2,0.7,333.4
2006041606,9.6,3.7,310.9
2006041612,13.9,4.5,304.4
2006041618,8.4,1.8,9.7
2006041700,4.8,0.6,300.7
2006041706,9.2,1.2,243
2006041712,18.3,5.2,193.6
2006041718,15.6,3.4,203.2
2006041800,13.9,3.3,204.9
2006041806,16,4.7,223.4
2006041812,20.6,5.6,186.8
2006041818,18,5.2,225.1
2006041900,16.3,2.3,196.9
2006041906,17.5,4.9,186.6
2006041912,16.7,5.9,201.6
2006041918,11.6,5.2,263.4
2006042000,8.1,5.6,253.4
2006042006,10,7.2,273.3
2006042012,14.9,5.3,281.2
2006042018,10.4,4.8,310.1
2006042100,9.4,3.6,305
2006042106,12.1,2.9,294.9
2006042112,17.6,3.6,100
2006042118,13.5,1.1,24.7
2006042200,10.7,0.6,295.4
2006042206,12.4,1.1,266.3
2006042212,13.8,1.7,152.3
2006042218,11.9,0.7,30.2
2006042300,9,1.5,280
2006042306,13.4,1.1,239.7
2006042312,21.8,4.5,185.8
2006042318,15,6,299.1
2006042400,9.7,2.4,313.8
2006042406,11.8,1.6,260.7
2006042412,19.3,4.1,250
2006042418,16.1,3.6,276.6
2006042500,11.6,2.8,316.8
2006042506,13.1,2.5,313.4
2006042512,18.3,3.9,143.3
2006042518,14.4,1.8,305
2006042600,12.1,0.9,215
2006042606,14.1,1.2,308.4
2006042612,15.7,2,18.9
2006042618,13.2,1.1,319.2
2006042700,10.6,0.8,292.8
2006042706,13.1,2.2,281.2
2006042712,18.4,4,348.6
2006042718,12.9,1.9,61.7
2006042800,8.6,0.6,297.3
2006042806,13.6,1.2,274.1
2006042812,21.9,4.2,215
2006042818,16.6,2.6,218.4
2006042900,12.1,1.3,281.5
2006042906,13.4,1.8,260.2
2006042912,17.7,2.6,239.8
2006042918,15.1,2,262.1
2006043000,12.1,0.4,354
2006043006,17.4,4.2,181.3
2006043012,27,6.6,246.7
2006043018,21.9,2.9,159.6
2006050100,15.5,2.2,55.9
2006050106,19.5,0.8,307
2006050112,23.7,3.8,108.2
2006050118,17.7,2.3,42.9
2006050200,14.8,3,10
2006050206,14.8,4.8,21.6
2006050212,15.6,6.3,50
2006050218,11.8,3.9,29.9
2006050300,10.4,2.4,16.7
2006050306,13.1,2.5,50.7
2006050312,17,3.5,109.7
2006050318,12.3,2.4,153.9
2006050400,9.4,0.8,304.7
2006050406,15.2,1.1,207
2006050412,25,4,165.1
2006050418,20.4,4.4,209.9
2006050500,19,2.8,211.8
2006050506,20.8,4.8,209.9
2006050512,23.4,5.4,215
2006050518,20,2.5,231.9
2006050600,18.9,2.9,213.5
2006050606,16.6,3.8,173.1
2006050612,16.3,2.8,148.8
2006050618,16.8,1.8,63
2006050700,14.5,1.3,0.7
2006050706,16.6,2.2,346.4
2006050712,19.6,3.8,23.2
2006050718,16.1,3.8,15
2006050800,14,3.2,353.1
2006050806,14.9,3.8,24.9
2006050812,18.1,3.5,10
2006050818,14.3,2.5,15.6
2006050900,12.7,2,350
2006050906,13.7,2.4,356.7
2006050912,15.2,2.7,12.8
2006050918,13.6,1.2,356.9
2006051000,12.9,0.4,350
2006051006,13.8,0.9,295
2006051012,18.2,0.9,47.2
2006051018,19.3,1.5,335.6
2006051100,14.6,2.9,25.7
2006051106,15.1,3.4,8.7
2006051112,17.4,5,56.6
2006051118,13.2,1.8,17.6
2006051200,9.4,0.8,283.6
2006051206,15.2,2.2,39.8
2006051212,16.2,3.4,45.1
2006051218,13.6,2.1,349.8
2006051300,9.8,1.2,311.3
2006051306,14.4,1.3,320.4
2006051312,18.8,3.2,101.9
2006051318,17.4,2.2,322.2
2006051400,14.3,2.6,296.6
2006051406,17,2.2,276.1
2006051412,22.8,3,67.9
2006051418,18.6,1.3,309.2
2006051500,12.6,0.9,322
2006051506,16.5,0.8,270.6
2006051512,23,2.4,221.3
2006051518,18.9,1.9,230
2006051600,16.2,0.7,5
2006051606,19.8,1.1,285.8
2006051612,23.7,3.1,152.1
2006051618,17.8,2,53.8
2006051700,16,1.2,28.4
2006051706,17.7,0.6,310.5
2006051712,21.4,2.2,128.7
2006051718,17.9,1.3,43.7
2006051800,15.9,0.5,37.8
2006051806,18.4,0.6,28.9
2006051812,20.7,2.3,112
2006051818,17.2,1.2,59.2
2006051900,15.8,2.3,350.2
2006051906,15.1,3.2,346.6
2006051912,16.2,2.9,343.3
2006051918,15.8,1.6,325
2006052000,15.4,0.9,342.4
2006052006,19.3,1.6,36.3
2006052012,24.9,2.8,127.7
2006052018,18.9,1.4,19
2006052100,17,0.6,341.6
2006052106,20.1,1,218.8
2006052112,23.7,3.2,127.1
2006052118,18.5,1.3,36.6
2006052200,17.1,1.3,46.9
2006052206,23,5.5,225.1
2006052212,24.7,6.1,209.9
2006052218,20.4,4.6,201.6
2006052300,19.8,2.7,229.3
2006052306,21.2,2.2,310.1
2006052312,24,3,104.9
2006052318,19.7,1,32.4
2006052400,17.2,1.5,307.7
2006052406,19.3,1.9,64.9
2006052412,19.7,4.7,70
2006052418,15.1,2.5,354.2
2006052500,13.9,1.3,325
2006052506,16.3,1.6,41.3
2006052512,19.8,3,80
2006052518,15.4,2.2,13.9
2006052600,14.6,1.2,325.4
2006052606,15.2,1,250
2006052612,18.7,1.8,102.3
2006052618,17,2.7,50
2006052700,16,2.4,70
2006052706,16.3,2.5,70
2006052712,16.9,2.8,109.3
2006052718,16.9,1.4,227.6
2006052800,15.8,1.5,232.2
2006052806,19.2,2.3,278.7
2006052812,20.3,3.5,19.1
2006052818,14.8,1.5,330.1
2006052900,13.4,0.6,335.9
2006052906,17.6,1.1,300.3
2006052912,21.9,3.2,76.4
2006052918,18.2,1.5,312.8
2006053000,16,1,291.3
2006053006,20.6,0.7,333
2006053012,24.9,3.7,101.5
2006053018,20.9,1.2,21.1
2006053100,18.2,1.8,275
2006053106,22.5,1.4,253.2
2006053112,29,3.1,106.7
2006053118,22.7,0.9,11.7
2006060100,19.6,0.9,292.8
2006060106,22.5,1.4,92.9
2006060112,25.8,2.4,86.6
2006060118,19.6,1.7,201.6
2006060200,15.9,1.5,31.8
2006060206,16.9,2.6,8.7
2006060212,18.4,3.2,10
2006060218,17.1,3.7,20
2006060300,15.9,3,6.6
2006060306,17.5,3.3,16.7
2006060312,21,3.7,76.6
2006060318,16.4,2.3,27.7
2006060400,14.4,1,1
2006060406,17.1,1.1,45.1
2006060412,20.5,1.5,148.5
2006060418,18,1.3,57.9
2006060500,14.9,0.3,348.7
2006060506,21,1.1,280
2006060512,25.8,2.7,143.3
2006060518,20.5,1.6,58.4
2006060600,17.4,1.8,20.2
2006060606,19.3,1.3,21.1
2006060612,23.7,3,141.8
2006060618,19.5,2.2,97.9
2006060700,17.9,1.4,26.6
2006060706,18.5,2.5,35
2006060712,21.4,2.5,103.4
2006060718,18.6,2.1,133.4
2006060800,17.6,1.7,211.8
2006060806,17.6,1.5,297.7
2006060812,17.8,1.1,150.6
2006060818,17.5,0.9,358.9
2006060900,17.1,1,0.2
2006060906,20.4,1.5,347.4
2006060912,23.7,3.2,97
2006060918,20.3,1.2,17.3
2006061000,17.2,0.3,356.7
2006061006,21.4,1.6,60.7
2006061012,26.6,5.2,183.3
2006061018,22.1,4.4,186.6
2006061100,18.3,1.9,240
2006061106,21.7,2.8,206.2
2006061112,27.3,4.5,228.4
2006061118,22.2,1.7,305.9
2006061200,18.2,0.8,330.5
2006061206,22.3,1.5,349.5
2006061212,26.1,3.1,121.1
2006061218,21.1,1.3,359.3
2006061300,16.6,1,292.4
2006061306,21.4,1.1,77.4
2006061312,26.2,3,127.1
2006061318,20.8,1.5,223.3
2006061400,16.4,0.8,308.4
2006061406,18.8,1.4,92.4
2006061412,21.4,2.3,119.9
2006061418,19.8,4.3,138.4
2006061500,19.9,3.2,168.4
2006061506,23.8,2,323.1
2006061512,28.1,3.5,310.4
2006061518,22.6,1.7,322.9
2006061600,17.5,1,281.6
2006061606,21.2,1.1,266.6
2006061612,27.7,2.5,106.1
2006061618,22.3,1,6
2006061700,17.1,0.9,289
2006061706,20.7,0.9,233.7
2006061712,26.7,3.7,110
2006061718,21.8,1.9,71.5
2006061800,19.4,0.6,353.5
2006061806,23.9,1.7,313.9
2006061812,28.6,2.7,83.9
2006061818,24.6,0.8,331.7
2006061900,20.9,0.9,340
2006061906,25.6,1.4,291.1
2006061912,28.9,3.3,138.6
2006061918,24.5,1.4,271.7
2006062000,21,0.5,11.7
2006062006,24.7,1.2,257.2
2006062012,30.1,3.7,109.5
2006062018,26.3,2,271.3
2006062100,23.4,1.1,313.3
2006062106,25.2,1.7,308.7
2006062112,29.3,1.9,29.6
2006062118,23.4,1.9,356.1
2006062200,20.8,0.6,350.2
2006062206,21.9,0.9,316.2
2006062212,24,1.4,267.2
2006062218,22.8,1.1,59.2
2006062300,20.3,0.8,16.7
2006062306,22.4,1.4,348
2006062312,24.8,3,51.8
2006062318,19.4,2.9,51.8
2006062400,17.7,1.5,13.4
2006062406,19.4,2.2,50
2006062412,23.7,2.8,86.9
2006062418,19.6,2,20
2006062500,18.9,0.8,6.8
2006062506,19.5,1.4,37.7
2006062512,20.3,1.4,38.2
2006062518,19.5,1.2,2.9
2006062600,18.7,0.4,324.9
2006062606,21.2,0.9,269.5
2006062612,27.1,2.7,122.6
2006062618,25,2.5,252.9
2006062700,21.1,0.2,332.3
2006062706,24.6,1.3,295.4
2006062712,29.4,3.5,225.9
2006062718,26.3,2.4,257.6
2006062800,21.8,0.6,2.1
2006062806,25.5,1,293.5
2006062812,29.5,3.2,115.9
2006062818,24.4,1.6,41.3
2006062900,22.6,1,295.3
2006062906,26.1,1.8,280.3
2006062912,30.2,3.8,155.3
2006062918,25.7,3.5,201.6
2006063000,23,2.9,198.2
2006063006,26.3,3.6,215
2006063012,27.6,4.5,223.4
2006063018,25.2,2.9,191.7
2006070100,22.9,1.1,99.8
2006070106,22.3,0.9,66.3
2006070112,24.3,3.5,198.8
2006070118,23.8,2.5,230.8
2006070200,20.5,1.2,335.8
2006070206,22.1,1.8,96.3
2006070212,24.8,2.4,116.3
2006070218,19.5,2.1,46.3
2006070300,18.7,1.4,35
2006070306,20.1,0.8,349.8
2006070312,21.9,1.8,88.9
2006070318,20.6,2,154.2
2006070400,19.8,1.2,164.4
2006070406,20.3,1.5,145
2006070412,20.8,2.4,86.6
2006070418,21.1,3.2,62.1
2006070500,21,1.7,285.5
2006070506,21,3.2,343
2006070512,22,3.9,11.2
2006070518,20.1,1.4,10.2
2006070600,18.6,0.8,336.6
2006070606,20.2,1.4,34
2006070612,22,2.1,23.2
2006070618,20.4,1.9,107.6
2006070700,19.4,0.9,7.5
2006070706,21.7,0.7,331.7
2006070712,25.9,2.8,120.2
2006070718,23.4,2,130.1
2006070800,21.8,0.9,334.3
2006070806,23.1,1.3,47.9
2006070812,23.8,1.4,30.2
2006070818,22,1,50.7
2006070900,21.7,0.5,336.3
2006070906,21.9,1.2,119.8
2006070912,23.2,1.5,316.8
2006070918,24,0.7,3.3
2006071000,22.1,2.7,60
2006071006,22.4,4.4,73.4
2006071012,23.6,8.5,131.3
2006071018,24,5.3,198.2
2006071100,24,3.6,221.5
2006071106,26.7,3.1,231.8
2006071112,28.2,3.6,215
2006071118,25.6,2.3,204.8
2006071200,24.8,0.8,251.8
2006071206,25.3,1.1,184.3
2006071212,29.1,3.9,206.6
2006071218,27.8,3.6,208.5
2006071300,26.7,2.5,203.7
2006071306,28.5,2.4,236.1
2006071312,31.8,4.1,233.3
2006071318,29,3.3,212.9
2006071400,27.3,1.2,304.1
2006071406,29.9,3.1,250
2006071412,33.1,4.1,238.5
2006071418,25.9,2.2,45
2006071500,23.2,1.2,125
2006071506,28.1,3.5,248
2006071512,30.9,5.6,218.2
2006071518,26.2,2.7,153.4
2006071600,25,1.3,300.8
2006071606,23.2,2.3,57.7
2006071612,21.8,1.8,133.4
2006071618,21.5,0.9,57.9
2006071700,21.7,1.3,44.7
2006071706,20.2,1.3,358
2006071712,20.1,0.6,13.5
2006071718,19.8,0.3,0
2006071800,20.1,0.2,7.7
2006071806,20.9,0.9,56.4
2006071812,20.7,1.3,11.6
2006071818,20,0.6,308.4
2006071900,19.4,0.9,332.2
2006071906,19.6,2.2,45.1
2006071912,20.6,2.3,63.4
2006071918,19.4,0.9,6.8
2006072000,18.4,0.5,339.1
2006072006,19.8,0.9,16.7
2006072012,20.3,1.6,37.1
2006072018,19.1,1,301.1
2006072100,18.8,0.6,316.2
2006072106,20,0.3,341.6
2006072112,22.3,1.4,105
2006072118,21.6,0.8,25
2006072200,19.7,0.6,344.3
2006072206,23.1,0.5,9.4
2006072212,29.7,1.8,125
2006072218,25.7,0.9,358.5
2006072300,22.1,0.8,338.9
2006072306,22,1,281.6
2006072312,24,0.8,6.5
2006072318,21.2,0.9,45
2006072400,20.1,0.6,5.4
2006072406,21.2,0.4,23.2
2006072412,22.9,0.7,32.8
2006072418,21.9,1.2,174.4
2006072500,20.9,0.7,278.7
2006072506,23.9,0.9,287.8
2006072512,27,3.4,113.2
2006072518,22.6,1.4,65.9
2006072600,21.1,0.9,20.9
2006072606,21.1,0.9,7
2006072612,21.2,1.2,302
2006072618,21.6,0.4,4
2006072700,20.4,0.2,7.7
2006072706,22.1,0.4,355.2
2006072712,28.6,3.3,150.3
2006072718,27.4,4.2,230
2006072800,25.5,2.7,206.6
2006072806,28.6,2.6,253
2006072812,32.4,3.2,209.6
2006072818,28.4,3.5,225.1
2006072900,26.4,2.3,235.3
2006072906,29,2,220.1
2006072912,31.5,2.5,85.5
2006072918,27.2,1.1,329.8
2006073000,24.9,1.3,326.1
2006073006,28,1.2,296.9
2006073012,32.7,2.5,100.1
2006073018,28,1.3,43.2
2006073100,26,0.3,335.9
2006073106,29.8,0.7,302.7
2006073112,34.7,3.1,170
2006073118,30.3,2,276.8
2006080100,26.4,1.1,277.6
2006080106,29.2,2.3,248.7
2006080112,33.6,4.3,228.4
2006080118,29.1,2.3,272.4
2006080200,25.3,0.8,311.9
2006080206,29,1.4,246.8
2006080212,33.8,3,233.9
2006080218,28.6,1.4,29.7
2006080300,25.7,0.9,296.6
2006080306,29.5,0.7,336.3
2006080312,33.3,3,127.1
2006080318,28.5,1.5,185.4
2006080400,24.5,0.5,327.8
2006080406,28.1,0.7,338.7
2006080412,32.9,3.4,127.1
2006080418,28.6,1.2,1.5
2006080500,24.4,0.8,292.8
2006080506,28.3,1,255.8
2006080512,33.1,3.7,114.9
2006080518,28.5,2.4,136.7
2006080600,25,1.1,270.4
2006080606,28.1,1.2,259.8
2006080612,33.5,3.6,127.1
2006080618,29.5,1.3,290
2006080700,26.3,0.6,325
2006080706,29.4,1.2,318.8
2006080712,33.3,3,130.1
2006080718,28.7,1.1,47.1
2006080800,25.4,0.5,318.7
2006080806,29,0.5,357.9
2006080812,34,2.5,111.6
2006080818,28.4,1.7,20.8
2006080900,24.5,0.8,300.7
2006080906,28.7,1.1,35
2006080912,33.1,3.2,83.5
2006080918,28.4,2.2,72
2006081000,24.9,0.7,296.5
2006081006,28.9,1.2,314.9
2006081012,33.6,3.4,113.2
2006081018,29.2,1.3,339.6
2006081100,27.1,0.8,285.2
2006081106,29.6,1.6,260.2
2006081112,34.3,3,276.6
2006081118,30.5,1.8,320.1
2006081200,26.7,1,305.5
2006081206,30.2,2.1,276.8
2006081212,34,2.7,97
2006081218,27.9,1.4,285
2006081300,26.1,1.7,294.9
2006081306,29.5,0.7,335.9
2006081312,32.2,2.3,138.4
2006081318,28.4,0.6,13.3
2006081400,25.2,0.2,338.1
2006081406,28.5,0.6,324.8
2006081412,32.2,2.9,119.9
2006081418,29.4,1.2,80.3
2006081500,26.4,0.3,358
2006081506,29,0.7,299.3
2006081512,32.5,2.9,140
2006081518,27.9,2.2,32.8
2006081600,25.9,0.9,341
2006081606,28.1,1.7,16.7
2006081612,31,4.9,63.4
2006081618,27,2.7,6.4
2006081700,25.2,1.8,332.5
2006081706,27.2,2.5,350
2006081712,30.5,5.2,24.9
2006081718,27.1,5,16.7
2006081800,24.5,3.9,6.6
2006081806,24,4.8,3.3
2006081812,23.6,4.8,3.3
2006081818,22.1,6,346.6
2006081900,21.4,6.6,350
2006081906,20,6.3,0
2006081912,21.3,6.5,340
2006081918,21.2,1.7,263.4
2006082000,21,0,0
2006082006,24.1,0.3,7.7
2006082012,29.1,2.6,125
2006082018,25.9,1.7,87.4
2006082100,24.1,0.6,6.6
2006082106,26.2,0.6,59.4
2006082112,30.2,3.1,127.2
2006082118,27.2,1.6,63.6
2006082200,25.2,1.2,23.2
2006082206,26,1.5,26.2
2006082212,25.6,3.5,56.6
2006082218,23.7,1.2,1.3
2006082300,22.8,0.4,11.3
2006082306,24.9,1,1.3
2006082312,29.7,2,117
2006082318,25.7,1.7,87.9
2006082400,23.9,0.2,353.6
2006082406,27,0.3,340.3
2006082412,27.5,2.5,215
2006082418,23.6,1.6,311.1
2006082500,23.2,0.4,335.9
2006082506,25.6,0.5,7.7
2006082512,28.1,2.5,59.8
2006082518,25.4,1.4,44.4
2006082600,23.9,0.3,7.7
2006082606,26,0.8,22.6
2006082612,29.1,3,108.2
2006082618,26.6,2.1,145.1
2006082700,24.6,0.2,350
2006082706,25,2.5,249.7
2006082712,26.1,3.4,220.4
2006082718,24.9,1.6,249.7
2006082800,24,0.7,8.7
2006082806,26.7,1.2,315
2006082812,32.3,2,316.9
2006082818,27.7,1.2,340.4
2006082900,23.9,0.4,335.9
2006082906,26.3,0.7,20.8
2006082912,30,2.8,83.5
2006082918,25.8,1.8,29.9
2006083000,24.1,1.7,337.2
2006083006,23.4,2.1,6.6
2006083012,25,3,35
2006083018,23.8,2.7,24.9
2006083100,23.2,2.7,16.7
2006083106,24.2,3.9,35
2006083112,26.1,4.5,29.9
2006083118,22.6,2.2,350.2
2006090100,20.5,1.8,305
2006090106,24.1,3.4,354.1
2006090112,26.4,4.3,31.8
2006090118,22.8,2.3,350
2006090200,20.5,1.1,311.9
2006090206,23.8,1.9,2.4
2006090212,27.1,4.2,66.7
2006090218,23.3,1.7,5.7
2006090300,20.3,0.2,350
2006090306,23.8,2.1,25.7
2006090312,26.7,3.9,70
2006090318,23.2,1.6,8.4
2006090400,20.4,0.7,312.1
2006090406,23.9,0.9,322
2006090412,29.1,2.6,110
2006090418,25.3,1.4,203.1
2006090500,22.1,1.7,348.3
2006090506,20.9,3.6,16.7
2006090512,20.9,3.1,6.6
2006090518,18.3,1.3,331.9
2006090600,16.8,1.4,281.3
2006090606,17.4,1.9,315.7
2006090612,20.5,3,350.2
2006090618,18.5,2,308.4
2006090700,16.6,0.7,309.6
2006090706,20.4,1.5,11.9
2006090712,24.6,4.8,63.4
2006090718,21,2.9,7.9
2006090800,21.1,2,0
2006090806,21.4,2.1,344.5
2006090812,21.5,2.3,3.9
2006090818,21,1.5,329.8
2006090900,20.5,1.1,280
2006090906,21,0.6,315
2006090912,25,2.3,339.1
2006090918,22.7,2.3,343.4
2006091000,19,4.4,336.1
2006091006,18.2,4.8,326.6
2006091012,21.9,2.6,349.8
2006091018,17.2,1.5,321.4
2006091100,14.4,1,280.2
2006091106,17.6,1,325
2006091112,20.4,2.9,4.5
2006091118,17,1.6,298.4
2006091200,17,0.9,27.6
2006091206,19.7,1.9,356.6
2006091212,22.2,3.5,16.7
2006091218,20,2.9,31.8
2006091300,19.2,2.7,0
2006091306,20.4,3.6,3.3
2006091312,20.4,3,6.8
2006091318,19.7,2.8,0
2006091400,19.8,2.7,353.4
2006091406,20.9,3.3,16.5
2006091412,23.4,5,56.6
2006091418,20.1,2.4,10
2006091500,19.7,1.8,346.8
2006091506,22,3.2,41.9
2006091512,22.8,3.8,59.8
2006091518,17.8,1.1,339.5
2006091600,17.2,1.8,320.5
2006091606,19,2.7,356.7
2006091612,21.4,2.9,356.9
2006091618,20.2,2.2,0
2006091700,19.7,2.3,340
2006091706,19.5,3.2,3.3
2006091712,19.7,6.2,13.4
2006091718,18.9,7.5,356.6
2006091800,18.2,7.2,325.3
2006091806,19,1.9,326.1
2006091812,21.3,1.9,308.7
2006091818,18.7,1.6,340
2006091900,18.4,2.2,315
2006091906,20.9,0.8,350.2
2006091912,26.2,1.7,80
2006091918,20.3,0.9,260.7
2006092000,16.5,0.4,324.9
2006092006,19.8,0.8,8.1
2006092012,25.1,3.3,55.3
2006092018,20,1.8,358.9
2006092100,17.3,0.9,275.1
2006092106,20.7,2.2,352.6
2006092112,23.5,4.1,50
2006092118,20.6,2.2,10
2006092200,18.7,1.6,353.4
2006092206,20.8,3,16.9
2006092212,23.4,4.8,53.3
2006092218,19.2,2.6,0
2006092300,18.2,1.8,3.3
2006092306,20.2,2.4,13.9
2006092312,23,4.7,51.8
2006092318,18.8,2.7,346.6
2006092400,16.4,1.6,328.3
2006092406,18.8,2.6,346.1
2006092412,21.7,4.5,45.1
2006092418,17.9,2.3,340.6
2006092500,14.8,0.6,271.3
2006092506,18.5,1.6,318.8
2006092512,22.7,4.6,63.4
2006092518,18.9,1.8,10
2006092600,18,1.1,313.4
2006092606,20,2.6,17.9
2006092612,22.5,3.9,35
2006092618,19.3,1.9,340
2006092700,17.7,1.1,313.7
2006092706,20.3,2.6,346.6
2006092712,24.1,3.4,29.3
2006092718,19.3,1.6,313.8
2006092800,16.8,0.7,315.2
2006092806,18.9,0.8,274.4
2006092812,23.5,2.1,133.7
2006092818,20,0.7,311.7
2006092900,17,0.8,294.7
2006092906,19.9,1.3,289.1
2006092912,25.5,2.4,59.6
2006092918,20.9,1.7,356.9
2006093000,19,1.7,322.1
2006093006,20.2,2.2,311.5
2006093012,22.9,4.6,53.3
2006093018,19.5,1.5,353.5
2006100100,18.5,1.2,278.7
2006100106,19.2,1.6,342.2
2006100112,22.4,3.7,66.7
2006100118,18.8,1.6,323.5
2006100200,17.6,1.9,334.3
2006100206,19.7,2.2,0.9
2006100212,23,3.8,62.3
2006100218,18.3,1.4,300.3
2006100300,14.8,0.8,290
2006100306,18.1,1.2,325
2006100312,23.7,3,70
2006100318,17.7,1,322
2006100400,14.2,0.9,307.2
2006100406,17.4,1.5,339.7
2006100412,23,3.7,56.6
2006100418,19,2.2,353.2
2006100500,18,2.8,340
2006100506,20.2,4,6.8
2006100512,21.9,4.8,13.4
2006100518,19.3,3.8,3.3
2006100600,19.6,3.9,356.7
2006100606,21,5.2,3.3
2006100612,23.1,6.2,6.6
2006100618,18.8,3.2,343.3
2006100700,16.5,2.3,349.8
2006100706,19.2,3,346.6
2006100712,24.4,3,7.9
2006100718,18.5,1.2,7.1
2006100800,15.1,0.9,297.3
2006100806,17.5,0.7,254.6
2006100812,23.1,2.6,135.1
2006100818,19.6,1.6,220.9
2006100900,16.2,0.8,281.3
2006100906,18.4,0.8,278.5
2006100912,24.8,2.7,118.4
2006100918,20.5,0.7,5
2006101000,17.9,0.3,335.9
2006101006,19.6,0.5,334.8
2006101012,25.6,2.5,147.2
2006101018,21,0.7,329.4
2006101100,19,0.5,318.7
2006101106,21,1.5,271.1
2006101112,27.4,2.4,270.3
2006101118,20.4,0.6,293.5
2006101200,17,0.4,7.7
2006101206,19,1,260.2
2006101212,24.1,2.7,100.1
2006101218,19.8,1.2,341.7
2006101300,14.9,1.2,287.7
2006101306,17.3,1.8,310.5
2006101312,22.4,3.6,42.3
2006101318,18.5,1.9,339.8
