TIME,TEMPERATURE,WIND_SPEED,WIND_DIRECTION
2004021400,9.2,4.3,230
2004021406,11.4,5.8,253.4
2004021412,9.9,7.5,270
2004021418,4.9,5.6,296.2
2004021500,2.1,2.2,308.7
2004021506,3.8,3.8,296.6
2004021512,11.3,4.8,323.3
2004021518,7.5,2.1,312.3
2004021600,3,1.1,295
2004021606,4.8,0.9,240
2004021612,11.4,3.5,141.5
2004021618,8.5,2.8,218.6
2004021700,8.5,3,162.4
2004021706,10.2,2.6,293.9
2004021712,14.6,4.3,315.7
2004021718,9.1,3.2,336.6
2004021800,3.7,1.7,315.4
2004021806,4.4,1.5,250.5
2004021812,15.1,3.2,139.8
2004021818,8.9,1.5,303.8
2004021900,5.3,1.5,280
2004021906,6.5,1.5,261.6
2004021912,17.8,3,131.5
2004021918,11.6,1,32.4
2004022000,6.2,0.6,266
2004022006,9.6,0.8,125
2004022012,16.7,3,130.1
2004022018,11.3,1.3,295
2004022100,7.9,0.5,277
2004022106,10.6,0.5,333
2004022112,13.8,0.7,260
2004022118,14.8,1.9,234.1
2004022200,15.6,3.9,190
2004022206,15.8,3.4,201.6
2004022212,14.2,4.3,273.5
2004022218,7.6,3.1,331.3
2004022300,4.3,2.6,310.4
2004022306,3.9,4.3,331.3
2004022312,9.3,3.3,25
2004022318,5.6,1,345.2
2004022400,1.6,0.8,273.6
2004022406,3.6,0.8,252.5
2004022412,13.9,4.3,236.6
2004022418,9.8,2.5,262
2004022500,4.9,0.4,307.8
2004022506,5.3,0.8,266.9
2004022512,15.5,4.4,226.9
2004022518,11.9,3.7,238.5
2004022600,6.7,3.4,307.1
2004022606,4.7,3.9,296.2
2004022612,8.2,5,305
2004022618,4.2,2.5,301.8
2004022700,0.5,1.2,283.6
2004022706,3.1,1.8,251.9
2004022712,9.8,3.2,316.7
2004022718,5.7,1.4,318.8
2004022800,0.9,0.7,301.1
2004022806,4.2,1.2,231
2004022812,13.6,5.6,225.1
2004022818,11.6,2,231.8
2004022900,10.9,2.2,326.9
2004022906,10.9,2.3,351.9
2004022912,13.4,3.1,70
2004022918,8.7,2.7,15.8
2004030100,6.5,2.6,343.4
2004030106,5.6,3.4,0.9
2004030112,9.6,4,75.1
2004030118,5.4,1.6,309.3
2004030200,3.9,4.3,310.1
2004030206,2.9,5.6,320
2004030212,6.9,5.1,299.6
2004030218,3.2,2.2,333.2
2004030300,0.2,1.8,330
2004030306,0.6,2.2,0
2004030312,3.9,2.8,37.3
2004030318,-1.8,2.3,356.6
2004030400,-3.5,1.2,312.8
2004030406,-1.4,2.5,305
2004030412,5.3,3.4,313.2
2004030418,3.2,3.6,225.7
2004030500,3.4,3.5,156.1
2004030506,6.7,2.7,234.2
2004030512,9.9,6.3,236.6
2004030518,4.4,3.1,313.8
2004030600,1.7,4,305
2004030606,0.2,4.3,299.9
2004030612,2.6,5.2,299.9
2004030618,-0.9,5.1,308.2
2004030700,-3.4,5.7,315.1
2004030706,-1.6,4.6,313.4
2004030712,4,5.7,305
2004030718,1.8,3.9,305
2004030800,-0.6,1.4,292.4
2004030806,2.7,1.3,291
2004030812,11.6,3.2,281.5
2004030818,8.2,2.5,274.1
2004030900,3.3,1.3,283.4
2004030906,5.4,1,209
2004030912,15.1,4,246.6
2004030918,10.4,3.8,221.6
2004031000,10.4,3.6,220.1
2004031006,13.8,5.5,225.1
2004031012,17.9,7.4,230
2004031018,17.5,6.9,236.6
2004031100,15.5,3.5,281.8
2004031106,11.4,4,340
2004031112,15.2,3.5,335.7
2004031118,10.6,2.5,312.9
2004031200,7.4,2.6,343.4
2004031206,8.5,2.5,349.8
2004031212,14.4,3.5,127.9
2004031218,9.1,2.2,232.7
2004031300,5.3,0.7,326.7
2004031306,7.6,1.3,238.7
2004031312,15.8,3.5,162.6
2004031318,10.2,1.3,249.7
2004031400,6.3,0.7,320.8
2004031406,8.1,1.2,211.3
2004031412,14.8,3.3,113.2
2004031418,9.2,1.9,1.3
2004031500,5.1,0.8,259.8
2004031506,7.6,0.9,236.2
2004031512,14.9,4.1,119.9
2004031518,11.7,2.3,224.7
2004031600,8.1,0.7,274.4
2004031606,11.9,3,262.2
2004031612,19.7,7.7,230
2004031618,17.3,4.5,201.6
2004031700,17.4,5.3,215
2004031706,17.4,5.9,220.1
2004031712,13.4,4.2,311.3
2004031718,7.8,2.7,350.2
2004031800,3.8,1.8,327.2
2004031806,4.5,3,332.1
2004031812,9.4,3.5,62.8
2004031818,5.4,1.6,6.4
2004031900,2.6,2,340.7
2004031906,4.3,2.8,353.5
2004031912,11,3.4,105
2004031918,8.4,1.7,185
2004032000,6.7,0.5,292.4
2004032006,8.6,1.2,266.1
2004032012,13.5,4,76.1
2004032018,8.9,1.8,325
2004032100,5.7,0.8,280.1
2004032106,7.9,0.7,269.1
2004032112,14.5,3.7,103.1
2004032118,10.9,2.2,17.3
2004032200,6.7,3.4,26.3
2004032206,6.7,3.2,346.6
2004032212,10.8,3.7,25.5
2004032218,7.5,1.9,323
2004032300,4.2,0.5,282.6
2004032306,6.9,0.7,249.8
2004032312,14.8,3.3,154.9
2004032318,10.9,2.3,206.4
2004032400,7.3,1.2,282.6
2004032406,10.2,2.6,292
2004032412,14.9,3.4,296.6
2004032418,11.5,1.6,296.8
2004032500,7.2,0.8,301.9
2004032506,8.6,0.6,287.7
2004032512,12.8,1.9,55
2004032518,10,1.6,0.3
2004032600,7.2,2.2,321.8
2004032606,9.6,3.3,18.9
2004032612,13.1,4.9,70
2004032618,8.9,1.2,20.9
2004032700,4.8,0.6,294.7
2004032706,8,0.8,250
2004032712,15.8,3.7,130.1
2004032718,11.5,1.2,234.1
2004032800,8,0.9,296
2004032806,11.4,1.4,181.8
2004032812,19.8,3.9,103.4
2004032818,13.3,1.1,24.7
2004032900,9.8,0.6,113.1
2004032906,13.2,1.4,215
2004032912,21.5,4.6,154.3
2004032918,17.8,3,191.2
2004033000,15.1,1.2,260
2004033006,15.2,0.9,220.6
2004033012,21.6,2.7,130
2004033018,16.1,4.3,333.4
2004033100,7.8,4.1,326.6
2004033106,8.9,1.5,344.6
2004033112,16.6,5.2,299.9
2004033118,13.7,2.6,316.9
2004040100,8.2,1.2,298.3
2004040106,10.4,1.6,189.5
2004040112,14.9,3.2,136.8
2004040118,11.2,2.8,126.6
2004040200,9.2,3,316.8
2004040206,10.9,3.8,277.7
2004040212,16.5,4.6,281.2
2004040218,12.3,1.9,293.7
2004040300,7.5,0.8,315.4
2004040306,8.8,2.3,291.6
2004040312,11.5,2.5,340
2004040318,8.9,1.9,271
2004040400,6.4,1.3,349.8
2004040406,8.2,2.5,351.6
2004040412,12.6,3.8,94.4
2004040418,9.2,2.3,218.1
2004040500,5,0.9,271
2004040506,9.2,1.9,246.1
2004040512,19.7,3.6,192.8
2004040518,13.8,2.9,217.7
2004040600,8.4,0.6,285.7
2004040606,11.6,1.1,237
2004040612,19.8,4.4,223.4
2004040618,15.8,2.5,249.6
2004040700,13.6,1.3,15
2004040706,9.9,2.1,346.6
2004040712,11,2,29.8
2004040718,10.4,1,14.9
2004040800,7.5,1.6,350.2
2004040806,10.2,1.7,303.4
2004040812,17,3.9,151.3
2004040818,12.1,2.5,220.8
2004040900,9.2,1.2,286.7
2004040906,14.9,3.3,269.9
2004040912,23.9,3.7,325
2004040918,18.4,1.1,307.8
2004041000,12.6,1.1,309.4
2004041006,15.8,1.6,231.8
2004041012,25.2,4.1,149.8
2004041018,17,1.5,47.6
2004041100,15.1,1.5,39.6
2004041106,17.7,1.8,253.5
2004041112,22.7,3.4,122.7
2004041118,17.9,0.8,15.7
2004041200,13.4,0.8,233.9
2004041206,17.8,1.8,318.7
2004041212,21.7,5.2,62.3
2004041218,14.1,2.8,5.1
2004041300,11.2,1.5,336.6
2004041306,13.3,3.1,34.1
2004041312,17,3.6,70
2004041318,12.3,2.8,38.2
2004041400,10.4,1.5,328.8
2004041406,13.5,1.2,185
2004041412,18.9,3.2,101.7
2004041418,13.3,1.8,80.6
2004041500,9.7,0.6,323.3
2004041506,14.5,1,202.6
2004041512,19.6,3.8,110.2
2004041518,15.2,1.1,353.7
2004041600,11.5,1,320.8
2004041606,16.6,1.9,241.3
2004041612,27.6,3.4,250
2004041618,20.5,1.6,322.8
2004041700,16.7,1.5,270
2004041706,19.3,1.4,231.7
2004041712,24.9,4.3,125
2004041718,17.3,1.7,35.5
2004041800,12.6,0.6,299.9
2004041806,17.5,1,212.5
2004041812,22.1,3.3,170
2004041818,15.3,2.6,178
2004041900,15.1,3.3,141.8
2004041906,18.6,2.3,199.1
2004041912,21,4.5,228.4
2004041918,16.3,3,249.1
2004042000,15.1,2.2,278.5
2004042006,19.7,3.4,325.3
2004042012,26.9,3.7,331.7
2004042018,18.5,1.1,337.9
2004042100,14,0.8,291.3
2004042106,18.5,0.8,254.6
2004042112,25.9,3,94.1
2004042118,23,3.5,190.1
2004042200,17.9,2,199.7
2004042206,23.4,3.8,243.2
2004042212,24,5.1,135
2004042218,13.8,2.2,11.6
2004042300,13.3,1.4,333.4
2004042306,14.2,2.7,23.1
2004042312,15.7,5.3,62.3
2004042318,12.4,2.4,13.1
2004042400,8.8,1.3,280.2
2004042406,11.9,1.6,268.9
2004042412,16.7,3.2,104.4
2004042418,13.3,2.2,201.3
2004042500,11.4,2.5,316.7
2004042506,14.6,1.5,260
2004042512,21.9,3.1,225
2004042518,17.6,2.4,250
2004042600,11.9,0.9,301.2
2004042606,14.6,1.6,203.4
2004042612,15.1,3.2,128.4
2004042618,14.6,3.6,91.3
2004042700,12.1,1.9,301.1
2004042706,11.7,1.5,334.2
2004042712,10.8,1.4,333.4
2004042718,9.1,2,331.9
2004042800,7.2,2,336.7
2004042806,12.9,3.3,308.2
2004042812,21.2,2.3,273.7
2004042818,15.7,1.4,293.3
2004042900,10.5,0.7,270
2004042906,15.9,1.4,251.1
2004042912,25.6,4.8,228.4
2004042918,18.6,2.9,252.3
2004043000,15,0.9,313.3
2004043006,17.7,1,278.7
2004043012,21.9,3.7,88
2004043018,14.9,2.5,25
2004050100,13.1,1.6,353.4
2004050106,15.2,2.8,26.2
2004050112,16.9,5.7,60
2004050118,14.2,3.3,35
2004050200,13.9,1.7,6.8
2004050206,16.5,1.8,35
2004050212,18,2.3,107.7
2004050218,15.9,0.9,359.9
2004050300,17.8,1,305
2004050306,20.5,3.3,215
2004050312,21,3.2,183.4
2004050318,20.4,2.5,183.4
2004050400,18.4,2.2,2.1
2004050406,14.9,3.1,3.4
2004050412,17.3,2.3,108.6
2004050418,14.6,2.2,218.7
2004050500,10.7,1.2,296.5
2004050506,15.7,2.1,282.9
2004050512,23.4,3.2,164.5
2004050518,18.3,1.9,278
2004050600,13,0.6,320.7
2004050606,19.1,1.6,167.5
2004050612,27.4,4.6,236.6
2004050618,21.2,2.7,289.3
2004050700,14.4,1.4,263.7
2004050706,18.2,1,136.5
2004050712,22.4,3.9,114.9
2004050718,17.6,1.8,187
2004050800,12.8,0.9,283.4
2004050806,18.2,1,135.6
2004050812,24.5,2.7,173.7
2004050818,19.2,1.2,50.7
2004050900,14.8,0.6,353.4
2004050906,16.1,1.2,313.8
2004050912,18.1,0.8,322.5
2004050918,18,1.1,309.4
2004051000,16,1.1,31.9
2004051006,16.4,0.9,68.7
2004051012,18.5,2,132.1
2004051018,18.8,1,9.9
2004051100,18.6,2.2,286.3
2004051106,22.7,2.3,10.4
2004051112,25.9,3.2,106.1
2004051118,20.7,1.8,143.6
2004051200,16.6,0.7,286.8
2004051206,18.4,2.3,126.9
2004051212,19.7,2,136.9
2004051218,18.8,2.9,190
2004051300,18.7,2.1,175
2004051306,20.6,1.6,9.7
2004051312,23.9,4.3,355.2
2004051318,16.7,2.2,25.3
2004051400,13.7,1.4,317
2004051406,18.4,2,90
2004051412,22.2,3.8,97.9
2004051418,17.4,1.8,296.3
2004051500,14.7,1.1,275.5
2004051506,15.7,1.5,265.1
2004051512,15.8,1.3,319.7
2004051518,15,0.7,18.2
2004051600,14.6,0.8,313.8
2004051606,16.1,1.4,339.8
2004051612,18.6,1.9,107.2
2004051618,16.7,1.5,15
2004051700,15.9,1.1,320.8
2004051706,19.2,4.3,231.8
2004051712,22.5,4.4,243.2
2004051718,19,2.5,276.6
2004051800,13.7,1.6,270.3
2004051806,18.2,1.4,227.6
2004051812,26.1,4.4,226.9
2004051818,21.6,4.4,240
2004051900,20.1,3.6,249.6
2004051906,19.4,2.5,203.7
2004051912,21,3.8,233.3
2004051918,18.8,3.6,223.4
2004052000,16.1,1.4,266.5
2004052006,17.6,0.4,299
2004052012,22.1,2.7,90
2004052018,19.1,2.5,206.6
2004052100,16.3,0.6,301.9
2004052106,19.6,2.6,210.5
2004052112,23.6,4,251.6
2004052118,19.6,1.6,302
2004052200,13.5,1,275.4
2004052206,17.9,1.2,230.2
2004052212,24.6,2,240.3
2004052218,18.8,1.3,19.3
2004052300,14.1,0.6,280.3
2004052306,18.7,1.5,272.1
2004052312,23.1,2.2,81.1
2004052318,19.2,0.3,335.9
2004052400,15.8,1,282.6
2004052406,19.8,1.5,0
2004052412,23.6,3.7,117.1
2004052418,18.8,1.9,142.5
2004052500,14.2,0.8,285.2
2004052506,20.8,1.2,297.3
2004052512,27.3,3.6,131.3
2004052518,22.6,1.6,182.7
2004052600,18.1,0.4,332.1
2004052606,19.6,0.9,280
2004052612,22.9,2.5,238.5
2004052618,19.8,1.6,259.8
2004052700,16.9,0.7,315
2004052706,20.4,1.3,90.9
2004052712,24.2,3.2,135.3
2004052718,23.2,3,209.9
2004052800,21.3,2.6,220.1
2004052806,22.6,3.9,201.6
2004052812,22.6,4.9,204.9
2004052818,22.7,3,203.2
2004052900,22.2,2.2,203.2
2004052906,25.6,1.5,296.4
2004052912,29.1,2.9,93.4
2004052918,24,1.6,62.5
2004053000,21.8,0.9,293.4
2004053006,21.7,1.1,248.4
2004053012,21.2,1.2,29.8
2004053018,20.6,0.8,354.2
2004053100,20.4,2,327.4
2004053106,18.6,1.5,14.9
2004053112,19.6,2.2,14.7
2004053118,16.9,1,284.7
2004060100,12.9,0.7,296.6
2004060106,20.1,1.7,36.6
2004060112,26.4,2.8,122.9
2004060118,21,1.4,130.6
2004060200,15.9,1.4,286.7
2004060206,21,1.4,183.4
2004060212,25.7,2.6,101.6
2004060218,20.4,1.8,17.7
2004060300,14.1,1,301.8
2004060306,20.1,1,206.4
2004060312,28.4,3,76.5
2004060318,22.9,1.4,320
2004060400,15.8,1.1,273.9
2004060406,21.8,1.2,221.3
2004060412,29.7,2.6,130.1
2004060418,22.7,1.8,90
2004060500,15.8,0.9,283.4
2004060506,21.7,1.3,220.5
2004060512,28.4,3.8,112.4
2004060518,22.5,2,5.1
2004060600,18,1,293.2
2004060606,22.3,1.7,329.7
2004060612,26,3.6,66.6
2004060618,21.7,2.5,23.1
2004060700,19.6,1.1,1
2004060706,19,1.4,323.3
2004060712,16.2,2.4,340
2004060718,16.1,1.8,328.2
2004060800,16.2,0.9,22.9
2004060806,18.8,1.5,14.7
2004060812,21.9,2.9,87
2004060818,17.9,0.9,330
2004060900,17.5,1.1,299.6
2004060906,21,1.6,286.7
2004060912,25.3,3.3,135.3
2004060918,21.4,1.5,17.8
2004061000,18.5,1.4,281.5
2004061006,22.9,1.5,306.9
2004061012,25.7,4.5,51.8
2004061018,20.3,2.4,353.1
2004061100,17.6,2,336.6
2004061106,21.9,2.1,341.2
2004061112,25.7,3.8,76.8
2004061118,22,2.4,190.2
2004061200,17.9,0.7,278.7
2004061206,22.6,3,354.1
2004061212,24.4,5.2,24.9
2004061218,19.8,2.3,1.3
2004061300,14.6,0.8,290.8
2004061306,20.9,1.1,219.7
2004061312,26.3,3.7,130.1
2004061318,21.1,1.5,90.6
2004061400,15.8,0.6,280
2004061406,22.2,1,231.6
2004061412,28.6,3.2,106
2004061418,23.5,1.1,23.5
2004061500,19.4,0.3,335.9
2004061506,24,1,250.5
2004061512,30.5,3.3,130.1
2004061518,23.3,2.1,47.6
2004061600,18.2,0.5,313.3
2004061606,21.9,1.6,27.1
2004061612,24.4,3.3,68.7
2004061618,21,1.8,36.6
2004061700,19.2,0.8,357.8
2004061706,21,1.5,9.7
2004061712,21.1,2,47.6
2004061718,18.2,1.3,47.8
2004061800,18.8,0.8,357.6
2004061806,21.6,0.4,338.7
2004061812,24.7,2.7,152.2
2004061818,22.4,1.3,228.9
2004061900,19.5,1.1,311.7
2004061906,19.4,1,313.2
2004061912,20.6,2.1,46.8
2004061918,20.4,1.9,65.2
2004062000,20.7,1.5,22.4
2004062006,24.5,2,123.4
2004062012,28.2,3.5,119.1
2004062018,23.9,3.2,35
2004062100,21.1,3.7,10
2004062106,19.5,3.8,356.7
2004062112,22.9,2.5,310.4
2004062118,22.1,2.5,200.8
2004062200,19.7,0.8,314.2
2004062206,24,1.1,256.8
2004062212,28.2,2.8,125
2004062218,25,3.5,218.2
2004062300,23,1.4,226.7
2004062306,26,2.2,182.1
2004062312,31.1,4,192.6
2004062318,26.9,2.3,253.3
2004062400,23,0.9,293.7
2004062406,24,1.1,287.4
2004062412,23.1,3,166.1
2004062418,20.5,2.1,72.5
2004062500,19.8,2.1,353.5
2004062506,20.6,2.2,0
2004062512,21.5,1.5,11.2
2004062518,21.5,1,35.5
2004062600,20.6,1.4,35
2004062606,21.3,1.2,50.7
2004062612,23.4,2.8,73.3
2004062618,22.2,1.5,130.9
2004062700,20.2,0.6,339.2
2004062706,22.9,1.7,202.4
2004062712,26,2.9,116.6
2004062718,23.1,1.6,60.5
2004062800,21.5,1.4,230.4
2004062806,23.4,1.2,7.7
2004062812,27.1,3.2,125
2004062818,24.2,1.3,3.3
2004062900,21.8,0.7,291.6
2004062906,24.3,1.2,264.1
2004062912,27.7,3,90
2004062918,24.5,1.2,20.6
2004063000,23,1.2,345.6
2004063006,25.3,2.5,27.2
2004063012,26.4,3.7,40.1
2004063018,23.1,2.9,35
2004070100,21.4,1.3,3.4
2004070106,22.6,2.2,29.3
2004070112,25.2,2.7,56.9
2004070118,22.8,2.2,83.5
2004070200,21.7,1.7,135.9
2004070206,22.6,1.4,291.5
2004070212,24.4,2.1,150.1
2004070218,24.7,1.7,283.8
2004070300,23.3,0.9,333
2004070306,26.1,1.2,145
2004070312,29.8,2.6,203.6
2004070318,24.1,1.9,26.6
2004070400,22.2,1.1,314.4
2004070406,23.8,3.9,72.3
2004070412,24.3,6.8,133.4
2004070418,23.1,6.1,180
2004070500,21.7,5.8,194.7
2004070506,25.4,6.4,243.4
2004070512,30.3,4.5,239.8
2004070518,26.3,3,214.1
2004070600,24.5,1.2,285
2004070606,26.1,2.2,135
2004070612,30.6,4.2,209.9
2004070618,27,2.1,259.5
2004070700,24.3,0.9,302.4
2004070706,23.2,2.2,144.9
2004070712,25.5,4.1,173.4
2004070718,25.4,4,193.4
2004070800,23.9,2,191.5
2004070806,25,1.9,151.8
2004070812,28,2.9,142.1
2004070818,23.2,2,82.8
2004070900,21.4,0.9,308.7
2004070906,24,1.2,125.4
2004070912,26.8,3,109.7
2004070918,23.4,1.6,32.9
2004071000,22,1.1,302.9
2004071006,24.9,1.3,290
2004071012,25.8,2.3,151.6
2004071018,23.4,1.4,189.6
2004071100,21,1,244
2004071106,23.1,1,270
2004071112,24.3,2.5,148.9
2004071118,22.9,0.9,343.7
2004071200,22.1,1,39.2
2004071206,25.6,4,203.2
2004071212,28.6,5.9,209.9
2004071218,27.1,4.3,218.2
2004071300,25.5,2.7,233.5
2004071306,27.6,3.4,196.4
2004071312,26.5,3.5,110.2
2004071318,24.2,2.2,85.7
2004071400,21.6,0.9,327.4
2004071406,22.9,1.1,90
2004071412,24.6,1.5,239.1
2004071418,22.4,0.9,268.5
2004071500,22,0.8,32.2
2004071506,27.1,2,224.3
2004071512,28.4,4,195
2004071518,26.1,1.7,200
2004071600,25.8,2.1,195.8
2004071606,28,3.6,220.4
2004071612,30.2,4.3,209.9
2004071618,27.8,3.3,220.1
2004071700,26.7,3.1,225.1
2004071706,27.6,3.9,217.1
2004071712,27.6,3.8,298.8
2004071718,24.3,0.9,239.3
2004071800,25.6,2.8,245
2004071806,27.6,2.8,237.7
2004071812,31.5,5.1,231.8
2004071818,28.2,4.7,218.2
2004071900,26.8,3.9,236.6
2004071906,29,5.6,246.7
2004071912,32.3,5.5,228.4
2004071918,28.8,4.8,204.9
2004072000,27.4,3.5,225.1
2004072006,29.4,4.7,212.9
2004072012,33,5.3,236.6
2004072018,30,2.8,256.8
2004072100,27,1.2,296.6
2004072106,29.4,2.1,313.6
2004072112,33.7,3.7,310.1
2004072118,30.8,1.7,334.2
2004072200,27.5,1.3,342.6
2004072206,30.2,2.4,334.9
2004072212,33.7,2.7,215
2004072218,30.1,2.3,203.1
2004072300,26.9,0.7,322
2004072306,30.2,2.7,298.5
2004072312,35,3.1,87.9
2004072318,30.2,1.5,1.6
2004072400,26.9,0.6,307.7
2004072406,30.4,1.7,259.1
2004072412,33.8,3.3,112.8
2004072418,29.9,2.3,264.2
2004072500,25.8,1.4,291.6
2004072506,28.6,1.7,233.3
2004072512,31.8,3.2,90.3
2004072518,26.3,1.6,334.8
2004072600,23.7,1,339.7
2004072606,26.1,1.4,268
2004072612,29.6,4,119.9
2004072618,26.8,2.1,90
2004072700,25.1,0.9,343.3
2004072706,28.1,1.5,246.3
2004072712,32.6,3.4,222.3
2004072718,28.6,2.3,264.1
2004072800,25.7,1,292.8
2004072806,29,1.4,303.5
2004072812,33.5,3.4,149.9
2004072818,28.7,1.7,30
2004072900,26,1.2,296.6
2004072906,29.5,1.4,297.4
2004072912,32.9,3.4,91.3
2004072918,28,2,75.2
2004073000,24.5,0.9,310
2004073006,27.9,1.3,189.5
2004073012,32.7,3,143.3
2004073018,28,1.4,55
2004073100,23.9,0.8,328
2004073106,28.6,2.2,0.5
2004073112,32.3,5.3,45.1
2004073118,28,4.2,16.7
2004080100,26.2,4.6,10
2004080106,24.6,3.7,346.4
2004080112,26.8,3.3,349.8
2004080118,25.7,1,349.8
2004080200,24.1,0.9,307.9
2004080206,27.6,0.9,321.6
2004080212,29.1,3.4,103.1
2004080218,25.4,2.5,46.7
2004080300,24.3,1.5,6.4
2004080306,25.4,1,325
2004080312,29,2.7,145
2004080318,26.7,2.2,202.6
2004080400,24.9,0.7,296
2004080406,28,1.2,268.7
2004080412,30.7,4.3,128.2
2004080418,27.9,1.9,113.1
2004080500,25.8,0.7,313.1
2004080506,27.5,1.7,43.9
2004080512,28.8,3.2,106.1
2004080518,27.4,1.5,75.2
2004080600,25.8,0.5,305.5
2004080606,27.4,1.2,194.1
2004080612,31.9,3.1,140.3
2004080618,28.8,1.9,82.2
2004080700,25.6,1.2,293.2
2004080706,29,1.4,303.1
2004080712,33.8,3.5,113.3
2004080718,29.4,1.5,0
2004080800,26.9,0.6,354.2
2004080806,29.8,1.1,280.1
2004080812,32.6,3.4,97.7
2004080818,29.6,2.1,341.7
2004080900,27,1.6,308.2
2004080906,28.4,1.8,327.9
2004080912,32,2.1,205
2004080918,29.2,1.5,44.5
2004081000,26,0.8,337.9
2004081006,28.2,1.3,18.6
2004081012,30.9,4.4,58.5
2004081018,27.1,2.2,22.6
2004081100,24.9,0.9,299.9
2004081106,27.8,2.4,1.3
2004081112,31.4,4.1,80
2004081118,26.8,2.4,40.9
2004081200,22.7,1.3,298.4
2004081206,26.4,1.3,41.6
2004081212,31.2,3.4,103.4
2004081218,27,1.5,276.3
2004081300,23.9,0.5,317.6
2004081306,28.4,1.5,252.4
2004081312,34.4,3.4,145.1
2004081318,30.2,1.8,341.7
2004081400,26.5,1.5,11.5
2004081406,26.2,1.7,340.5
2004081412,28.4,2.3,74
2004081418,24.3,2.5,10.3
2004081500,23,1.3,317.8
2004081506,22.6,1.2,336.4
2004081512,27.4,2.5,50.7
2004081518,24.8,1.8,47.6
2004081600,23.2,0.7,302
2004081606,25.5,1,3.3
2004081612,27,2.8,76.8
2004081618,26.2,2.5,90
2004081700,24.4,0.6,308.4
2004081706,28.5,2.5,200
2004081712,30.2,3.8,180
2004081718,26.2,2.4,200
2004081800,25,0.7,317.4
2004081806,25.8,1.2,353
2004081812,28.8,4,103.4
2004081818,26.9,3.8,83.5
2004081900,25.4,4.9,63.4
2004081906,25.2,9.4,355
2004081912,27,3.5,298.7
2004081918,24.7,2.1,55
2004082000,21.8,2.6,42.3
2004082006,22,1.9,12.4
2004082012,22.5,3,40.1
2004082018,21,1.5,346.5
2004082100,19.7,1,296.4
2004082106,22.7,1.3,0.5
2004082112,25.5,2.9,58.5
2004082118,22,1.9,6
2004082200,19,1.7,304.2
2004082206,18.6,1.5,280
2004082212,21.2,1.9,25.6
2004082218,21.2,2.9,43.8
2004082300,19.8,1.9,299.1
2004082306,19.6,1.8,270.4
2004082312,21.6,2,5.1
2004082318,20.5,1.5,346.4
2004082400,19.6,0.7,329.8
2004082406,21.1,0.5,16.2
2004082412,24.2,1.2,55
2004082418,21.8,0.5,8.5
2004082500,19.2,0.5,336.5
2004082506,21.9,0.6,6.4
2004082512,25.5,3,76.5
2004082518,22.6,1.8,40.7
2004082600,20.7,0.9,327.8
2004082606,22.7,0.9,29.7
2004082612,26,2.3,47.4
2004082618,23,1.1,18.9
2004082700,21.8,1.5,357.9
2004082706,24.1,2.6,1.4
2004082712,26.5,4,21.6
2004082718,22.2,2.9,10
2004082800,21.4,2.5,3.3
2004082806,22.9,3.6,16.7
2004082812,25.9,4.5,29.9
2004082818,22.4,2.5,6.6
2004082900,21.6,2.1,353.4
2004082906,23.1,2.8,346.8
2004082912,26.7,3.5,3.4
2004082918,23.4,2.6,0
2004083000,22.8,2,346.4
2004083006,23,4.4,0
2004083012,23.4,6.5,0
2004083018,24.5,3.2,317.2
2004083100,22.7,1,287.3
2004083106,25.4,2.3,310.4
2004083112,30.1,2.8,250
2004083118,25.5,1.8,270.6
2004090100,22.3,0.5,311.9
2004090106,25,1,209.1
2004090112,30.1,3.4,243.4
2004090118,25.7,2.2,284.7
2004090200,21,1.7,276.6
2004090206,24,0.9,252.4
2004090212,30.8,3.4,277.9
2004090218,24.7,1.5,284.7
2004090300,19.3,0.9,264.3
2004090306,22.6,1.5,273
2004090312,27.8,2.4,46.9
2004090318,22.5,1,344
2004090400,19.2,0.7,305
2004090406,22.7,1,347
2004090412,27.5,4,62.1
2004090418,23.4,1.5,13.9
2004090500,21.9,1,338
2004090506,23.3,2,7.4
2004090512,26.2,3.8,48.4
2004090518,23.5,2,29.9
2004090600,21.5,1.6,356.9
2004090606,20,2.5,352.4
2004090612,20.9,2.3,23.2
2004090618,21.4,2.8,26.6
2004090700,23.2,4.2,43.8
2004090706,23.6,6.6,45.1
2004090712,23.2,5.2,311.3
2004090718,22,2.5,304.2
2004090800,18.6,1.2,298.7
2004090806,21.8,1,285
2004090812,25.5,2.7,69
2004090818,22.4,1.5,23.4
2004090900,20.4,1,304.7
2004090906,21.3,0.9,266.7
2004090912,24,1,38.7
2004090918,22,0.7,237.5
2004091000,20.4,0.8,273.6
2004091006,20.6,1.2,45
2004091012,20.5,2.2,11.5
2004091018,19.5,2,43.4
2004091100,19.2,3.5,43.4
2004091106,19.3,3,353.4
2004091112,19.5,2.7,353.2
2004091118,19.2,2,308
2004091200,18.6,1.5,280
2004091206,19.6,1.6,273.4
2004091212,23.4,1.1,243.7
2004091218,23.3,1.4,212
2004091300,23,1.7,243.1
2004091306,26.2,3,236.4
2004091312,29.3,3.9,235.3
2004091318,25.9,1.7,254.5
2004091400,23.4,0.6,6.6
2004091406,24.5,2,27.5
2004091412,25,3.3,40.1
2004091418,22.2,1.7,10.2
2004091500,21.7,1.5,13.4
2004091506,22.4,2.2,29.9
2004091512,24.1,1.9,40.1
2004091518,22.8,1.5,14.7
2004091600,21.7,0.9,318.4
